Property,DataType,SchemaLocation,Domain,Fields,Arrayed,Replace,PropertyGroups,Description,Table,ValueType,Vocab
P10_CF_FS,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
P10_CF_S,LaboratoryMeasurement,Lab,,,,,PSA,Sand (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
P10_CF_Z,LaboratoryMeasurement,Lab,,,,,PSA,Silt (%) - Coventry and Fett pipette method,LAB_METHODS,FLOAT,
P10_GRAV,LaboratoryMeasurement,Lab,,,,,PSA,Gravel (%),LAB_METHODS,FLOAT,
P10_gt2m,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_gt2MI,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_gt2OM,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10_HYD_C,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Hydrometer Method,LAB_METHODS,FLOAT,
P10_HYD_CS,LaboratoryMeasurement,Lab,,,,,PSA,Coarse Sand (%) - Hydrometer Method,LAB_METHODS,FLOAT,
P10_HYD_FS,LaboratoryMeasurement,Lab,,,,,PSA,Fine Sand (%) - Hydrometer Method,LAB_METHODS,FLOAT,
P10_HYD_S,LaboratoryMeasurement,Lab,,,,,PSA,Sand (%) - Hydrometer Method,LAB_METHODS,FLOAT,
P10_HYD_Z,LaboratoryMeasurement,Lab,,,,,PSA,Silt (%) - Hydrometer Method,LAB_METHODS,FLOAT,
P10_NR_C,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Not recorded,LAB_METHODS,FLOAT,
P10_NR_CS,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Not recorded,LAB_METHODS,FLOAT,
P10_NR_FS,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Not recorded,LAB_METHODS,FLOAT,
P10_NR_S,LaboratoryMeasurement,Lab,,,,,PSA,Sand (%) - Not recorded,LAB_METHODS,FLOAT,
P10_NR_Z,LaboratoryMeasurement,Lab,,,,,PSA,Silt (%) - Not recorded,LAB_METHODS,FLOAT,
P10_NR_ZC,LaboratoryMeasurement,Lab,,,,,,,LAB_METHODS,FLOAT,
P10_PB_C,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Plummet balance,LAB_METHODS,FLOAT,
P10_PB_CS,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Plummet balance,LAB_METHODS,FLOAT,
P10_PB_FS,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Plummet balance,LAB_METHODS,FLOAT,
P10_PB_S,LaboratoryMeasurement,Lab,,,,,PSA,Sand (%) - Plummet balance,LAB_METHODS,FLOAT,
P10_PB_Z,LaboratoryMeasurement,Lab,,,,,PSA,Silt (%) - Plummet balance,LAB_METHODS,FLOAT,
P10_PB1_C,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,FLOAT,
P10_PB1_CS,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,FLOAT,
P10_PB1_FS,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,FLOAT,
P10_PB1_Z,LaboratoryMeasurement,Lab,,,,,PSA,Silt (%) - Plummet balance (Acid digestion pretreatment),LAB_METHODS,FLOAT,
P10_S_0.20,LaboratoryMeasurement,Lab,,,,,PSA,0.20 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_0.48,LaboratoryMeasurement,Lab,,,,,PSA,0.48 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_1,LaboratoryMeasurement,Lab,,,,,PSA,1 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_1000,LaboratoryMeasurement,Lab,,,,,PSA,1000 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_125,LaboratoryMeasurement,Lab,,,,,PSA,125 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_15.6,LaboratoryMeasurement,Lab,,,,,PSA,15.6 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_2,LaboratoryMeasurement,Lab,,,,,PSA,2 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_20,LaboratoryMeasurement,Lab,,,,,PSA,20 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_2000,LaboratoryMeasurement,Lab,,,,,PSA,2000 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_250,LaboratoryMeasurement,Lab,,,,,PSA,250 micron (cumlative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_3.9,LaboratoryMeasurement,Lab,,,,,PSA,3.9 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_31.2,LaboratoryMeasurement,Lab,,,,,PSA,31.2 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_500,LaboratoryMeasurement,Lab,,,,,PSA,500 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_53,LaboratoryMeasurement,Lab,,,,,PSA,53 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_63,LaboratoryMeasurement,Lab,,,,,PSA,63 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10_S_7.8,LaboratoryMeasurement,Lab,,,,,PSA,7.8 micron (cumulative %) - Sedigraph,LAB_METHODS,FLOAT,
P10100_200,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10106_150,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10150_180,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10180_300,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10200_500,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10200_600,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P102002000,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10300_600,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P105002000,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P106001000,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P106002000,LaboratoryMeasurement,Lab,,,,,PSA,,LAB_METHODS,FLOAT,
P10A1_C,LaboratoryMeasurement,Lab,,,,,PSA,Clay (%) - Pipette,LAB_METHODS,FLOAT,
P10A1_CS,LaboratoryMeasurement,Lab,,,,,PSA,Coarse sand (%) - Pipette,LAB_METHODS,FLOAT,
P10A1_FS,LaboratoryMeasurement,Lab,,,,,PSA,Fine sand (%) - Pipette,LAB_METHODS,FLOAT,
P10A1_Z,LaboratoryMeasurement,Lab,,,,,PSA,Silt (%) - Pipette,LAB_METHODS,FLOAT,
P3A_NR,LaboratoryMeasurement,Lab,,,,,DENSITY,Bulk density - Not recorded,LAB_METHODS,FLOAT,
P3A1,LaboratoryMeasurement,Lab,,,,,DENSITY,Bulk density - g/cm3,LAB_METHODS,FLOAT,
P3A1_C4,LaboratoryMeasurement,Lab,,,,,DENSITY,,LAB_METHODS,FLOAT,
P3A1_CLOD,LaboratoryMeasurement,Lab,,,,,DENSITY,"Bulk density  g/cm3 - Clods at 0.1 Bar moisture content (McIntyre & Stirk, 1954, Aust. J. Agric. Res. 5:291-6)",LAB_METHODS,FLOAT,
P3A1_e,LaboratoryMeasurement,Lab,,,,,DENSITY,,LAB_METHODS,FLOAT,
P3A2,LaboratoryMeasurement,Lab,,,,,POROSITY,Macro Porosity %,LAB_METHODS,FLOAT,
P3A2_McK,LaboratoryMeasurement,Lab,,,,,POROSITY,Macro Porosity (%) as determined from McKenzie pore charts,LAB_METHODS,FLOAT,
P3A2_McKMP,LaboratoryMeasurement,Lab,,,,,POROSITY,Maximum pore diameter (mm) as determined from McKenzie pore charts,LAB_METHODS,FLOAT,
P3A3,LaboratoryMeasurement,Lab,,,,,POROSITY,Total Porosity %,LAB_METHODS,FLOAT,
P3A4,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Particle Density g/cm3,LAB_METHODS,FLOAT,
P3B_GV_001,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.01 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_003,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.03 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_005,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.05 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.1 BAR Moisture g/g - Gravimetric  using suction plate,LAB_METHODS,FLOAT,
P3B_GV_03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.3 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_033,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,,LAB_METHODS,FLOAT,
P3B_GV_05,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.5 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_1,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,1 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,FLOAT,
P3B_GV_15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,FLOAT,
P3B_GV_5,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,5 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,FLOAT,
P3B_GV_SAT,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Saturated Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_NR_001,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.01 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_003,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.03 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_005,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.05 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.1 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.3 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_05,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.5 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_1,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,1 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_5,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,5 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_SAT,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Saturated Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_VL_001,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_003,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.03 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_005,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_05,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.5 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_1,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,FLOAT,
P3B_VL_15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,FLOAT,
P3B_VL_5,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,FLOAT,
P3B_VL_SAT,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B1GV_15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture g/g - Gravimetric of ground sample (<2mm) using pressure plate,LAB_METHODS,FLOAT,
P3B1VL_1,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,LAB_METHODS,FLOAT,
P3B1VL_15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,LAB_METHODS,FLOAT,
P3B2GV_1,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2GV_15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2GV_5,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_1,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_5,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B3VLa001,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa005,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa06,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLaSAT,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLb001,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb003,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb005,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.33 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb05,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.5 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb06,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.66 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLbSAT,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"Saturated Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLc001,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc003,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc005,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc06,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLcSAT,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLd06,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd1,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd3,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,3 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd5,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe004,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.04 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,FLOAT,
P3B3VLe01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,FLOAT,
P3B3VLe03,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,FLOAT,
P3B3VLe06,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe15,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe2,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,2 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe7,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,7 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B4GV_01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.1 BAR Moisture g/g - Gravimetric of soil clods (Soil Survey Staff,1967)",LAB_METHODS,FLOAT,
P3B4VL_005,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,"0.05 BAR Moisture m3/m3 - Volumetric of soil clods (Soil Survey Staff,1967)",LAB_METHODS,FLOAT,
P3B5GV_01,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,0.1 BAR Moisture g/g - Gravimetric of soil clods (CSIRO Div. Of Soils TM 25/66),LAB_METHODS,FLOAT,
P3B6VL_DUL,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Drained Upper Limit (0.1 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,FLOAT,
P3B6VL_LL,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Lower Limit (15 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,FLOAT,
P3B6VL_SAT,LaboratoryMeasurement,Lab,,,,,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,FLOAT,
P4_10_McK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 10mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P4_100_McK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 100mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P4_100DMcK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 100mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,FLOAT,
P4_10DMcK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 10mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,FLOAT,
P4_30_LOV,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,Unsaturated Hydraulic Conductivity - 50mm potential Loveday falling head method using 98mm diameter cores,LAB_METHODS,FLOAT,
P4_30DMcK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 30mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,FLOAT,
P4_50_McK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 50mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P4_50DMcK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 50mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,FLOAT,
P4_sat,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,Saturated Hydraulic Conductivity,LAB_METHODS,FLOAT,
P4_sat_FH,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Modified Saturated Hydraulic Conductivity - falling head (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P4_sat_For,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Saturated Hydraulic Conductivity (Forrest et al, 1985)",LAB_METHODS,FLOAT,
P4_sat_LOV,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,Saturated Hydraulic Conductivity - Modified (no de-aired water) Loveday falling head method using 98mm diameter cores,LAB_METHODS,FLOAT,
P4_sat_McK,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,"Saturated Hydraulic Conductivity (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P4D1,LaboratoryMeasurement,Lab,,,,,HYDRAULIC_COND,Saturated Hydraulic Conductivity,LAB_METHODS,FLOAT,
P5_COLE,LaboratoryMeasurement,Lab,,,,,COLE,Coefficient of Linear Extensibility (Grossman et al. 1968),LAB_METHODS,FLOAT,
P5_LS,LaboratoryMeasurement,Lab,,,,,LINEAR_SHRINKAGE,Linear shrinkage (Standards Association of Australia 1977. AS 1289 C4.1),LAB_METHODS,FLOAT,
P5_LS_MOD,LaboratoryMeasurement,Lab,,,,,LINEAR_SHRINKAGE,"Modified linear shrinkage (McKenzie, Jacquier and Ringrose-Voase, AJSR, 1994, 32, 931-8)",LAB_METHODS,FLOAT,
