Property,DataType,SchemaLocation,Domain,Fields,Arrayed,Replace,PropertyGroups,Description,Table,ValueType,Vocab
XRD_C_Dt,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Dolomite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fd,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Feldspar - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fh,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Ferrihydrite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fl,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Flourite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fo,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Feroxyhite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gb,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Gibbsite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gl,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Glauconite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gt,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Geothite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gy,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Gypsum - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Hl,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Halite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Hm,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Hematite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Hn,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Huntite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ht0,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Halloysite (10 A`) - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ht7,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Halloysite (7 A`) - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ig,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Imogolite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Il,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Illite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Im,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Ilmenite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Is,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Interstratified clay minerals - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Jr,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Jarosite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_K2O,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,K2O - X-Ray Diffraction or Clay Fraction (air dry),LAB_METHODS,FLOAT,
XRD_C_Ka,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Kaolin - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Kt,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Kaolinite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Lp,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Lepidocrosite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mh,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Meghemite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mi,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Mica - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_MIN_,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Exchange Capacity - Minerology,LAB_METHODS,FLOAT,
XRD_C_Mm,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Montmorillonite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ms,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Magnesite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mt,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Magnetite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mu,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Muscovite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mz,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Monozite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Nt,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Nontronite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ol,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Olivine - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Or,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Orthoclase - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pg,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Plagioclase - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pk,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Palygorskite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pl,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Plombogummite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pp,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Phlogopite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ps,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Pseudorutile - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Px,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Pyroxene - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Py,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Pyrophyllite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Qz,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Quartz - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Rt,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Rutile - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Sd,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Siderite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Sl,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Saponite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Sp,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Saponite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Spn,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Sphene - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Srp,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Serpentine - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_St,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Smectite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Tc,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Talc - Tourmaline - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Tr,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Tridymite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Un,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Unidentified - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Vm,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Vermiculte - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Zi,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Zircon - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Zt,LaboratoryMeasurement,Lab,,,,,CLAY_MINERAL,Zeolite - X-Ray Diffraction,LAB_METHODS,FLOAT,
STATE_CODE,FieldMeasurement,,,,,,AGENCIES,State code p7  Note: new codes,AGENCIES,VARCHAR,
AGENCY_CODE,FieldMeasurement,,,,,,AGENCIES,Agency unique identifier,AGENCIES,VARCHAR,
AGENCY_NAME,FieldMeasurement,,,,,,AGENCIES,Name of agency,AGENCIES,VARCHAR,
AGENCY_ACRONYM,FieldMeasurement,,,,,,AGENCIES,"Acronym of agency, e.g. ACLEP",AGENCIES,VARCHAR,
PROJ_CODE,FieldMeasurement,,,,,,DBKEY,Project identifier,DBKEY,VARCHAR,
S_ID,FieldMeasurement,,,,,,DBKEY,Site identifier,DBKEY,VARCHAR,
O_ID,FieldMeasurement,,,,,,DBKEY,Observation identifier,DBKEY,VARCHAR,
H_NO,FieldMeasurement,,,,,,DBKEY,Horizon identifier,DBKEY,INTEGER,
SAMP_NO,FieldMeasurement,,,,,,DBKEY,Sample number,DBKEY,INTEGER,
JAR_NO,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,Jar number,ARCHIVE_SAMPLES,INTEGER,
SAMP_TYPE,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,"Sample type, e.g. fine earth, whole soil",ARCHIVE_SAMPLES,VARCHAR,
LOCATION,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,Location of sample i.e. shelf number,ARCHIVE_SAMPLES,VARCHAR,
WEIGHT,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,Weight of the sample (in grams),ARCHIVE_SAMPLES,FLOAT,
>2mm,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,Presence of coarse fragment sample,ARCHIVE_SAMPLES,VARCHAR,
SPEC_ID,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,Subsample ID for spectroscopy,ARCHIVE_SAMPLES,INTEGER,
SUBSAMPLE_DATE,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,Date of subsampling,ARCHIVE_SAMPLES,VARCHAR,
SUBSAMPLE_TRAY,FieldMeasurement,,,,,,ARCHIVE_SAMPLES,Subsample tray identifier,ARCHIVE_SAMPLES,VARCHAR,
CF_NO,FieldMeasurement,Horizons,,,,,COARSE_FRAGS,Coarse fragment number,COARSE_FRAGS,INTEGER,
CF_ABUN,FieldMeasurement,Horizons,coarseFragments,abundance:result,Yes,ls:coarse-fragments-abundance-,COARSE_FRAGS,Coarse fragments abundance p139,COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-abundance
CF_SIZE,FieldMeasurement,Horizons,coarseFragments,size:result,Yes,ls:coarse-fragments-size-,COARSE_FRAGS,Coarse fragments size p140,COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-size
CF_SHAPE,FieldMeasurement,Horizons,coarseFragments,shape:result,Yes,ls:coarse-fragments-shape-,COARSE_FRAGS,Coarse fragments shape p142,COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-shape
CF_LITH,FieldMeasurement,Horizons,coarseFragments,lithology:result,Yes,subst:lithology-,COARSE_FRAGS,Coarse fragment lithology p142,COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-lithology
CF_STRENGTH,FieldMeasurement,Horizons,,,,,COARSE_FRAGS,Coarse fragments strength p142,COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_coarse-fragments-strength
CF_DISTRIBUTION,FieldMeasurement,Horizons,,,,,COARSE_FRAGS,Coarse fragments distribution p170,COARSE_FRAGS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/coarse-fragments-distribution
COL_NO,FieldMeasurement,Horizons,,,,,COLOURS,Colour number,COLOURS,INTEGER,
COL_HUE_VAL_CHROM,FieldMeasurement,Horizons,colour,result,Yes,,COLOURS,Colour  for decode,COLOURS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
COL_HUE,FieldMeasurement,Horizons,,,,,COLOURS,Colour hue p159,COLOURS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
COL_VALUE,FieldMeasurement,Horizons,,,,,COLOURS,Colour value p159,COLOURS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
COL_CHROMA,FieldMeasurement,Horizons,,,,,COLOURS,Colour chroma p159,COLOURS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_colour-stat
MOISTURE_STAT,FieldMeasurement,Horizons,colour,moistureStatus,Yes,sp:colour-stat-,COLOURS,Colour moisture status p159,COLOURS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
COL_SRC,FieldMeasurement,Horizons,colour,colourModel,Yes,x:colour-,,,,,
CRACK_NO,FieldMeasurement,Horizons,,,,,CRACKS,Crack number,CRACKS,INTEGER,http://anzsoil.org/def/au/asls/soil-profile/voids-cracks
CRACK_WIDTH,FieldMeasurement,Horizons,cracks,width:result,Yes,sp:voids-cracks-,CRACKS,Crack width p184,CRACKS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/voids-cracks
CUTAN_NO,FieldMeasurement,Horizons,,,,,CUTANS,Cutan number,CUTANS,INTEGER,http://anzsoil.org/def/au/asls/soil-profile/cutans
CUTAN_TYPE,FieldMeasurement,Horizons,cutans,ansisType,Yes,sp:cutans-type-,CUTANS,Type of cutan p182,CUTANS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/cutans-type
CUTAN_ABUN,FieldMeasurement,Horizons,cutans,abundance:result,Yes,sp:cutans-abundance-,CUTANS,Abundance of cutan p183,CUTANS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/cutans-abundance
CUTAN_DISTINCT,FieldMeasurement,Horizons,cutans,distinctness:result,Yes,sp:cutans-distinctness-,CUTANS,Distinctness of cutan p183,CUTANS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/cutans-distinctness
FAB_NO,FieldMeasurement,Horizons,,,,,FABRICS,Fabric number,FABRICS,INTEGER,
FAB_TYPE,FieldMeasurement,Horizons,,,,,FABRICS,Fabric type p181,FABRICS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/fabric
FAB_ABUN,FieldMeasurement,Horizons,,,,,FABRICS,Fabric abundance,FABRICS,VARCHAR,
H_NO,FieldMeasurement,Horizons,,,,,HORIZONS,Horizon identifier,HORIZONS,INTEGER,
H_DESIG_NUM_PREF,FieldMeasurement,Horizons,,,,,HORIZONS,"Horizon numeric prefix, p148",HORIZONS,INTEGER,http://anzsoil.org/def/au/asls/soil-profile/horizon
H_DESIG_MASTER,FieldMeasurement,Horizons,designation,result:value,No,,HORIZONS,"Master horizon designation, e.g. A1, B2 p148",HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/horizon
H_DESIG_SUBDIV,FieldMeasurement,Horizons,,,,,HORIZONS,"Horizon subdivision, 1, 2 etc p155",HORIZONS,INTEGER,http://anzsoil.org/def/au/asls/soil-profile/horizon
H_DESIG_SUFFIX,FieldMeasurement,Horizons,,,,,HORIZONS,"Horizon suffix, e.g., b, c, d p153",HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/horizon-suffix
H_DESIG_SRC,FieldMeasurement,Horizons,designation,result:source,No,,,,,,
H_UPPER_DEPTH,FieldMeasurement,Horizons,,,,,HORIZONS,Upper depth (m) p156,HORIZONS,FLOAT,http://anzsoil.org/def/au/asls/soil-profile/depth-of-horizons
H_LOWER_DEPTH,FieldMeasurement,Horizons,,,,,HORIZONS,Lower depth (m) p156,HORIZONS,FLOAT,http://anzsoil.org/def/au/asls/soil-profile/depth-of-horizons
H_TEXTURE,FieldMeasurement,Horizons,texture,result,No,sp:field-texture-,HORIZONS,"Field texture (mineral soils), including modifiers p161",HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_field-texture-mineral
H_TEXTURE_QUAL,FieldMeasurement,Horizons,,,,,HORIZONS,Field texture qualification p166,HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_field-texture-mineral
H_SOIL_WATER_STAT,FieldMeasurement,Horizons,,,,,HORIZONS,Soil water status p186,HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/soil-water-status
H_STICKINESS,FieldMeasurement,Horizons,,,,,HORIZONS,"Consistence, stickiness p187",HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/consistence-stickiness
H_PLASTICITY_TYPE,FieldMeasurement,Horizons,,,,,HORIZONS,"Consistence, type of plasticity p188",HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/consistence-plasticity-type
H_PLASTICITY_DEG,FieldMeasurement,Horizons,,,,,HORIZONS,"Consistence, degree of plasticity p188",HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/consistence-plasticity-degree
H_WATER_REPELLENCE,FieldMeasurement,Horizons,,,,,HORIZONS,Water repellence p191,HORIZONS,VARCHAR,
H_CARBONATE_EFF,FieldMeasurement,Horizons,,,,,HORIZONS,Effervescence of carbonate in fine earth p198,HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/effervescence-of-carbonate-in-fine-earth
H_BOUND_DISTINCT,FieldMeasurement,Horizons,,,,,HORIZONS,Distinctness of boundary between horizons p199,HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/horizon-boundary-distinctness
H_BOUND_SHAPE,FieldMeasurement,Horizons,boundaryShape,result,No,sp:horizon-boundary-shape-,HORIZONS,Shape of boundary between horizons p200,HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/horizon-boundary-shape
H_PERMEABILITY,FieldMeasurement,Horizons,,,,,HORIZONS,"Soil water regime, permeability p200",HORIZONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/soil-water-permeability
H_NOTES,FieldMeasurement,Horizons,,,,,HORIZONS,"Free text notes, additional field",HORIZONS,VARCHAR,
LCOV_NO,FieldMeasurement,SiteVisit,,,,,LAND _COVER,Land cover number,LAND _COVER,INTEGER,
LCOV_DATE,FieldMeasurement,SiteVisit,,,,,LAND _COVER,Date land cover observed ddmmyyyy,LAND _COVER,VARCHAR,
LCOV_REF,FieldMeasurement,SiteVisit,,,,,LAND _COVER,Land cover reference e.g. FAO Land Cover Version 2,LAND _COVER,VARCHAR,
LAND_COVER,FieldMeasurement,SiteVisit,,,,,LAND _COVER,Land cover code,LAND _COVER,VARCHAR,
LUSE_NO,FieldMeasurement,SiteVisit,,,,,LAND_USES,Land use number,LAND_USES,INTEGER,
LUSE_DATE,FieldMeasurement,SiteVisit,,,,,LAND_USES,Date land use observed or started,LAND_USES,VARCHAR,
LUSE_END_DATE,FieldMeasurement,SiteVisit,,,,,LAND_USES,End date for land use ddmmyyyy,LAND_USES,VARCHAR,
LUSE_REF,FieldMeasurement,SiteVisit,,,,,LAND_USES,Land use reference e.g. ALUM Version 6,LAND_USES,VARCHAR,
LAND_USE,FieldMeasurement,SiteVisit,,,,,LAND_USES,Land use code,LAND_USES,VARCHAR,
MR_NO,FieldMeasurement,Horizons,,,,,MICRORELIEFS,Microrelief number,MICRORELIEFS,INTEGER,
MR_TYPE,FieldMeasurement,Horizons,,,,,MICRORELIEFS,Type of microrelief p129,MICRORELIEFS,VARCHAR,
MR_PROP_GILGAI,FieldMeasurement,Horizons,,,,,MICRORELIEFS,Proportions of gilgai components p130,MICRORELIEFS,VARCHAR,
MR_BIOTIC_AGENT,FieldMeasurement,Horizons,,,,,MICRORELIEFS,Biotic microrelief (agent) p131,MICRORELIEFS,VARCHAR,
MR_BIOTIC_COMP,FieldMeasurement,Horizons,,,,,MICRORELIEFS,Component of biotic microrelief p133,MICRORELIEFS,VARCHAR,
MR_VERTICAL_INT,FieldMeasurement,Horizons,,,,,MICRORELIEFS,Vertical interval (m) p133,MICRORELIEFS,FLOAT,
MR_HORIZ_INT,FieldMeasurement,Horizons,,,,,MICRORELIEFS,Horizontal interval (m) p133,MICRORELIEFS,FLOAT,
MOTT_NO,FieldMeasurement,Horizons,,,,,MOTTLES,Mottle number,MOTTLES,INTEGER,
MOTT_TYPE,FieldMeasurement,Horizons,mottles,,,,MOTTLES,Mottle type p160,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/mottle-type
MOTT_ABUN,FieldMeasurement,Horizons,mottles,abundance:result,Yes,sp:mottle-abundance-,MOTTLES,Mottle abundance p160,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/mottle-abundance
MOTT_SIZE,FieldMeasurement,Horizons,mottles,size:result,Yes,sp:mottle-size-,MOTTLES,Mottle size p160,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/mottle-size
MOTT_CONTRAST,FieldMeasurement,Horizons,mottles,contrast:result,Yes,sp:mottle-contrast-,MOTTLES,Mottle contrast p160,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/mottle-constrast
MOTT_HUE_VAL_CHROM,FieldMeasurement,Horizons,mottles,,,,MOTTLES,Colour  for decode,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
MOTT_HUE,FieldMeasurement,Horizons,mottles,,,,MOTTLES,Mottle hue p159,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
MOTT_VALUE,FieldMeasurement,Horizons,mottles,,,,MOTTLES,Mottle value p159,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
MOTT_CHROMA,FieldMeasurement,Horizons,mottles,,,,MOTTLES,Mottle chroma  p159,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/colour
MOTT_MOISTURE_STAT,FieldMeasurement,Horizons,mottles,,,,MOTTLES,Mottle colour moisture status p159,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/_colour-stat
MOTT_COLOUR,FieldMeasurement,Horizons,mottles,colour:result,,,MOTTLES,"Mottle colour i.e. old colours R, O, B etc p161",MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/mottle-colour
MOTT_BOUN_DISTINCT,FieldMeasurement,Horizons,mottles,,,,MOTTLES,Distinctness of boundaries (colour boundaries) p161,MOTTLES,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/mottle-boundary-distinctness
O_TYPE,FieldMeasurement,Profile,,,,sp:observation-type-,OBSERVATIONS,"Type of soil observation, e.g. Soil pit, etc p147",OBSERVATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/type-of-soil-observation
O_NATURE,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Nature of observation e.g. characterisation, single, etc",OBSERVATIONS,VARCHAR,
O_DESC_BY,FieldMeasurement,Profile,,,,,OBSERVATIONS,Officer code p13,OBSERVATIONS,VARCHAR,
O_DATE_DESC,FieldMeasurement,Profile,,,,,OBSERVATIONS,Date site described p13,OBSERVATIONS,VARCHAR,
O_AMG_ZONE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Australian map grid zone p8,OBSERVATIONS,INTEGER,
O_EASTING,FieldMeasurement,Profile,,,,,OBSERVATIONS,AMG easting (m) p8,OBSERVATIONS,INTEGER,
O_NORTHING,FieldMeasurement,Profile,,,,,OBSERVATIONS,AMG northing (m) p8,OBSERVATIONS,INTEGER,
O_LATITUDE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Latitude decimal degrees p9,OBSERVATIONS,FLOAT,
O_LONGITUDE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Longitude decimal degrees p9,OBSERVATIONS,FLOAT,
O_DATUM,FieldMeasurement,Profile,,,,,OBSERVATIONS,Datum of the coordinates p7,OBSERVATIONS,VARCHAR,
O_LATITUDE_GDA94,FieldMeasurement,Profile,,,,,OBSERVATIONS,Latitude decimal degrees,OBSERVATIONS,FLOAT,
O_LONGITUDE_GDA94,FieldMeasurement,Profile,,,,,OBSERVATIONS,Longitude decimal degrees,OBSERVATIONS,FLOAT,
O_LOCATION_STATE,FieldMeasurement,Profile,,,,,OBSERVATIONS,"State e.g. TAS, NSW, VIC etc",OBSERVATIONS,VARCHAR,
O_LOCATION_NOTES,FieldMeasurement,Profile,,,,,OBSERVATIONS,Free text location notes,OBSERVATIONS,VARCHAR,
O_PHOTO_EAST,FieldMeasurement,Profile,,,,,OBSERVATIONS,Air photo site reference mm east p11,OBSERVATIONS,INTEGER,
O_PHOTO_NORTH,FieldMeasurement,Profile,,,,,OBSERVATIONS,Air photo site reference mm north p11,OBSERVATIONS,INTEGER,
O_LAND_USE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Land use code,OBSERVATIONS,VARCHAR,
O_FOREST_TYPE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Type of forest p73 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_COMPLEX,FieldMeasurement,Profile,,,,,OBSERVATIONS,Rainforest complexity p77 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_LEAFSIZE,FieldMeasurement,Profile,,,,,OBSERVATIONS,Rainforest leaf size of tallest stratum trees p81 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_FLOR_COMP,FieldMeasurement,Profile,,,,,OBSERVATIONS,Rainforest floristic composition of tallest stratum trees p83 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_INDICATOR,FieldMeasurement,Profile,,,,,OBSERVATIONS,Rainforest indicator growth form p84 (2nd Ed),OBSERVATIONS,VARCHAR,
O_RF_EMERGENTS,FieldMeasurement,Profile,,,,,OBSERVATIONS,Rainforest emergents p85,OBSERVATIONS,VARCHAR,
O_SCLEROPHYLL,FieldMeasurement,Profile,,,,,OBSERVATIONS,"Sclerophyll presence in canopy p63,85 (2nd Ed)",OBSERVATIONS,VARCHAR,
O_VEG_NOTES,FieldMeasurement,Profile,,,,,OBSERVATIONS,Free text vegetation notes,OBSERVATIONS,VARCHAR,
O_ASPECT,FieldMeasurement,Profile,,,,,OBSERVATIONS,Aspect (nearest 10 degrees) p127,OBSERVATIONS,INTEGER,
O_ELEVATION_EVAL,FieldMeasurement,Profile,,,,ls:elevation-evaluation-means-,OBSERVATIONS,Elevation evaluation p127,OBSERVATIONS,VARCHAR,
O_ELEVATION_PF,FieldMeasurement,Profile,,,,,OBSERVATIONS,Elevation prefix,OBSERVATIONS,VARCHAR,
O_ELEVATION,FieldMeasurement,Profile,,,,,OBSERVATIONS,Elevation (m above sea level) p128,OBSERVATIONS,INTEGER,
O_ELEVATION_UNIT,FieldMeasurement,Profile,,,,unit:,OBSERVATIONS,Elevation (m above sea level) p128,OBSERVATIONS,INTEGER,
O_DRAINAGE_EVAL,FieldMeasurement,Profile,,,,,OBSERVATIONS,Drainage height evaluation p128,OBSERVATIONS,VARCHAR,
O_DRAINAGE_HEIGHT,FieldMeasurement,Profile,,,,,OBSERVATIONS,Drainage height value (m) p128,OBSERVATIONS,FLOAT,
O_DRAINAGE,FieldMeasurement,Profile,,,,sp:soil-water-drainage-,OBSERVATIONS,"Drainage, soil water regime, p202",OBSERVATIONS,VARCHAR,http://anzsoil.org/def/au/asls/soil-profile/soil-water-drainage
O_MR_SAMPLED,FieldMeasurement,Profile,,,,,OBSERVATIONS,Component of microrelief sampled p133,OBSERVATIONS,VARCHAR,
O_SOIL_DISTURB,FieldMeasurement,Profile,,,,ls:disturbance-of-site-,OBSERVATIONS,Soil disturbance,OBSERVATIONS,VARCHAR,
O_GRND_COV_LEVEL_MIN,FieldMeasurement,Profile,,,,,OBSERVATIONS,Minimum level of flattened groundcover,OBSERVATIONS,INTEGER,
